title,petitionId,signatureCount,signaturesNeeded,signatureProgress,url,created,deadline,description,isSignable,isPublic
"Allow Staff Sergeant Carl Lee Wheless, Jr., U.S. Army, to continue on Federal active duty an additional 55 days.","53c0d39da9a0b11b10000001",341,99659,0.3421667887496362,"https://petitions.whitehouse.gov/petition/allow-staff-sergeant-carl-lee-wheless-jr-us-army-continue-federal-active-duty-additional-55-days/Rb7wl8Z7",2014-07-12T06:25:00.000Z,2014-08-11T06:25:00.000Z,,false,true
"File a class action lawsuit against John Boehner on behalf of the American people for wasting time on frivolous lawsuits","53bfc6f0adfd952058000003",2277,97723,2.33005536055995,"https://petitions.whitehouse.gov/petition/file-class-action-lawsuit-against-john-boehner-behalf-american-people-wasting-time-frivolous/YCYTsmKy",2014-07-11T11:20:31.000Z,2014-08-10T11:20:31.000Z,,false,true
"Let Unaccompanied Alien Children Live at White House","53bd9dedadfd95fb1f000000",7253,92747,7.820199036087421,"https://petitions.whitehouse.gov/petition/let-unaccompanied-alien-children-live-white-house/gN4vlfd4",2014-07-09T20:06:27.000Z,2014-08-08T20:06:27.000Z,,false,true
"TPS or DED Designation for Guatemala is a matter of Justice
Stop the humanitarian crisis to Unaccompanied Children","53bb2eeaeab72aa70d000000",179,99821,0.1793209845623666,"https://petitions.whitehouse.gov/petition/tps-or-ded-designation-guatemala-matter-justice-stop-humanitarian-crisis-unaccompanied-children/RW5HHxsv",2014-07-07T23:38:52.000Z,2014-08-06T23:38:52.000Z,,false,true
"Condemn the Apartheid State of Israel for their Human Rights Violations against the Palestinian peoples.","53b8bbbaa9a0b1ac7b000000",129876,0,100,"https://petitions.whitehouse.gov/petition/condemn-apartheid-state-israel-their-human-rights-violations-against-palestinian-peoples/CjmPSCsG",2014-07-06T03:09:45.000Z,2014-08-05T03:09:45.000Z,,true,true
"repatriate Dr. Aafia Siddiqui, imprisoned for more than 11 years, as a matter of urgency.","53b6ceb500e579a97f000000",110239,0,100,"https://petitions.whitehouse.gov/petition/repatriate-dr-aafia-siddiqui-imprisoned-more-11-years-matter-urgency/2PQG3V0S",2014-07-04T16:34:41.000Z,2014-08-03T16:34:41.000Z,,true,true
"Create a Council on Boys and Men to Fulfill the Needs of America's Boys and Men.","53b453bea9a0b19942000000",2877,97123,2.962223160322478,"https://petitions.whitehouse.gov/petition/create-council-boys-and-men-fulfill-needs-americas-boys-and-men/9JHqbbkX",2014-07-02T18:48:13.000Z,2014-08-01T18:48:13.000Z,,false,true
"Change the name of Washington National Airport (DCA) to ""Tim Howard National Airport""","53b3450d6ce61c5647000000",18203,81797,22.253872391408,"https://petitions.whitehouse.gov/petition/change-name-washington-national-airport-dca-tim-howard-national-airport/jrYbykxD",2014-07-01T23:34:50.000Z,2014-07-31T23:34:50.000Z,,false,true
"Save the white-tailed deer","53b2211e00e5797962000000",193,99807,0.193373210295871,"https://petitions.whitehouse.gov/petition/save-white-tailed-deer/00ng301C",2014-07-01T02:52:39.000Z,2014-07-31T02:52:39.000Z,,false,true
"Pass the 28th Amendment - Complete Removal of Church from the State","53b1bc1400e5792f68000001",601,99399,0.604633849435105,"https://petitions.whitehouse.gov/petition/pass-28th-amendment-complete-removal-church-state/gjvD40CH",2014-06-30T19:40:57.000Z,2014-07-30T19:40:57.000Z,,false,true
"FROM MONTEL WILLIAMS: ORDER A SURGE FOR THE VA #vasurge","53b0752100e5790004000000",2789,97211,2.86901688080567,"https://petitions.whitehouse.gov/petition/montel-williams-order-surge-va-vasurge/Scr7rhfB",2014-06-29T20:27:35.000Z,2014-07-29T20:27:35.000Z,,false,true
"Join the UK government and end the cruel dog and cat meat trade.","53ac2faeee140f1f19000002",1803,98197,1.836104972657006,"https://petitions.whitehouse.gov/petition/join-uk-government-and-end-cruel-dog-and-cat-meat-trade/4Xh48r7N",2014-06-26T15:03:26.000Z,2014-07-26T15:03:26.000Z,,false,true
"Allow trans* people in the military!","53aa4ae3a9a0b1f82d00000a",472,99528,0.474238405272888,"https://petitions.whitehouse.gov/petition/allow-trans-people-military/FbFBNrbc",2014-06-25T04:21:11.000Z,2014-07-25T04:21:11.000Z,,false,true
"Stop Child Deaths In Hot Vehicles","53a7c5c800e579ea1c00000c",2505,97495,2.569362531411867,"https://petitions.whitehouse.gov/petition/stop-child-deaths-hot-vehicles/DWBynlrh",2014-06-23T06:31:06.000Z,2014-07-23T06:31:06.000Z,,false,true
"Help the soldiers trying to bring home one of their brothers.","53a369bc6ce61cc37700000b",483,99517,0.4853442125466001,"https://petitions.whitehouse.gov/petition/help-soldiers-trying-bring-home-one-their-brothers/q0x02Lmf",2014-06-19T23:20:57.000Z,2014-07-19T23:20:57.000Z,,false,true
"Mr.President, Stop the attacks on Religious minorities in Sri Lanka, and Ban the hatred actions of Bodu Bala Sena","53a07df22bcfa3b67d000004",466,99534,0.4681817268471075,"https://petitions.whitehouse.gov/petition/mrpresident-stop-attacks-religious-minorities-sri-lanka-and-ban-hatred-actions-bodu-bala-sena/9Qx7m0v0",2014-06-17T17:46:10.000Z,2014-07-17T17:46:10.000Z,,false,true
"Urge Congress to Pass Comprehensive Job Bills that Ensure the 34 million Unemployed US Citizens Obtain Employment","539c95a9adfd954b3c000002",397,99603,0.3985823720169072,"https://petitions.whitehouse.gov/petition/urge-congress-pass-comprehensive-job-bills-ensure-34-million-unemployed-us-citizens-obtain/dZfXBR3x",2014-06-14T19:39:51.000Z,2014-07-14T19:39:51.000Z,,false,true
"Protect Hong Kong people of Occupy Central","5397ffdc00e5791f46000002",304,99696,0.30492697801316,"https://petitions.whitehouse.gov/petition/protect-hong-kong-people-occupy-central/35gLkwfh",2014-06-11T07:31:11.000Z,2014-07-11T07:31:11.000Z,,false,true
"Prohibit the broadcast of information channels containing news block, all  companies in the Russian Federation.","5393201deab72a5259000001",276,99724,0.276763868276443,"https://petitions.whitehouse.gov/petition/prohibit-broadcast-information-channels-containing-news-block-all-companies-russian-federation/FVRCg1Xd",2014-06-07T14:50:20.000Z,2014-07-07T14:50:20.000Z,,false,true
"Stop any military assistance to the Ukrainian government and convince them to negotiate with their opponents.","538e3efb00e5798141000009",502,99498,0.5045327544272247,"https://petitions.whitehouse.gov/petition/stop-any-military-assistance-ukrainian-government-and-convince-them-negotiate-their-opponents/nnkCmmJ8",2014-06-04T03:30:43.000Z,2014-07-04T03:30:43.000Z,,false,true
"Punish Bowe Bergdahl for being AWOL / Desertion during Operation Enduring Freedom.","538a892f6ce61c5940000005",21357,78643,27.15689889754969,"https://petitions.whitehouse.gov/petition/punish-bowe-bergdahl-being-awol-desertion-during-operation-enduring-freedom/BVPwpnrN",2014-06-01T02:10:37.000Z,2014-07-01T02:10:37.000Z,,false,true
"Halt our nation's practice of infant genital mutilation!","5387e232ee140fca42000012",582,99418,0.5854070691424088,"https://petitions.whitehouse.gov/petition/halt-our-nations-practice-infant-genital-mutilation/6gQZnK23",2014-05-30T01:49:31.000Z,2014-06-29T01:49:31.000Z,,false,true
"Act in the case of Meriam Ibrahim in Sudan and her baby and toddler in prison.","538645746ce61c4d71000005",53873,46127,116.7927677932664,"https://petitions.whitehouse.gov/petition/act-case-meriam-ibrahim-sudan-and-her-baby-and-toddler-prison/D1x1q4VG",2014-05-28T20:51:10.000Z,2014-06-27T20:51:10.000Z,,false,true
"Pregnant Sudanese Woman Sentenced To Be Brutally Beaten &amp; Hung After Giving Birth For Refusing To Renounce Christianity.","5384b8a9a9a0b15f45000008",223,99777,0.2234984014352005,"https://petitions.whitehouse.gov/petition/pregnant-sudanese-woman-sentenced-be-brutally-beaten-hung-after-giving-birth-refusing-renounce/FgsLtVVz",2014-05-27T16:26:56.000Z,2014-06-26T16:26:56.000Z,,false,true
"Classify the Men's Rights Movement as a terrorist group","53815eae2bcfa3b005000014",6318,93682,6.7440917145236,"https://petitions.whitehouse.gov/petition/classify-mens-rights-movement-terrorist-group/W5018W63",2014-05-25T03:20:51.000Z,2014-06-24T03:20:51.000Z,,false,true
"Raise nursing assistant wages to what we deserveat least $15 an hour","537e8d4b2bcfa38d7c00000f",1105,98895,1.117346680823095,"https://petitions.whitehouse.gov/petition/raise-nursing-assistant-wages-what-we-deserveat-least-15-hour/ZpDVTCmR",2014-05-22T23:54:35.000Z,2014-06-21T23:54:35.000Z,,false,true
"Impose personal sanctions on President of Russian Federation Vladimir Putin","537ddddeadfd95f043000017",26004,73996,35.14244013189902,"https://petitions.whitehouse.gov/petition/impose-personal-sanctions-president-russian-federation-vladimir-putin/HlV9qdDZ",2014-05-22T11:26:50.000Z,2014-06-21T11:26:50.000Z,,false,true
"Restart the search for the missing Cheeki Rafiki crew members","537a65c9eab72a2758000006",579,99421,0.5823719334949357,"https://petitions.whitehouse.gov/petition/restart-search-missing-cheeki-rafiki-crew-members/8dWNl5lF",2014-05-19T20:14:13.000Z,2014-06-18T20:14:13.000Z,,false,true
"Fire Anti-Marijuana DEA Administrator Michele Leonhart!","53765f556ce61c3e61000003",1826,98174,1.859962922973496,"https://petitions.whitehouse.gov/petition/fire-anti-marijuana-dea-administrator-michele-leonhart/tPpr2pT8",2014-05-16T19:01:05.000Z,2014-06-15T19:01:05.000Z,,false,true
"Allow Ricardo Bermudez to come to the United States on a medical visa for a bone marrow transplant to Virginia Peterson","53738eafeab72aca4f000001",5028,94972,5.294191972370804,"https://petitions.whitehouse.gov/petition/allow-ricardo-bermudez-come-united-states-medical-visa-bone-marrow-transplant-virginia-peterson/zBjm1b9H",2014-05-14T16:51:02.000Z,2014-06-13T16:51:02.000Z,,false,true
"U.S. exports to the outside world terrorism and death","5370bb6c704301c37b000009",1744,98256,1.774955219019704,"https://petitions.whitehouse.gov/petition/us-exports-outside-world-terrorism-and-death/8rXshDX2",2014-05-12T12:21:40.000Z,2014-06-11T12:21:40.000Z,,false,true
"Save the Military Family Life Consultants and the Joint Family Support Assistance Program","536bd472704301e574000003",847,99153,0.854235373614515,"https://petitions.whitehouse.gov/petition/save-military-family-life-consultants-and-joint-family-support-assistance-program/DW8K0wxW",2014-05-08T19:49:02.000Z,2014-06-07T19:49:02.000Z,,false,true
"Add Akhmetov and Efremov to the sanctions list.","536a0f8c704301781600000e",6229,93771,6.642778684241396,"https://petitions.whitehouse.gov/petition/add-akhmetov-and-efremov-sanctions-list/xYxZDQgH",2014-05-07T10:57:00.000Z,2014-06-06T10:57:00.000Z,,false,true
"Defend Justice Sotomayor against the racist charge that she is ""anti-white""!","5364dff56ce61c6b3a000003",624,99376,0.6279182096280792,"https://petitions.whitehouse.gov/petition/defend-justice-sotomayor-against-racist-charge-she-anti-white/VGDsCvWh",2014-05-13T04:48:17.000Z,2014-06-12T04:48:17.000Z,,false,true
"create a National Steak Day!","5361c9022f2c88c274000007",847,99153,0.854235373614515,"https://petitions.whitehouse.gov/petition/create-national-steak-day/W2TnWBKb",2014-05-01T04:12:21.000Z,2014-05-31T04:12:21.000Z,,false,true
"RELEASE ALVEREZ MCCULLOUGH INMATE #10851031","536043dd00e5794c6c000005",409,99591,0.4106796798907532,"https://petitions.whitehouse.gov/petition/release-alverez-mccullough-inmate-10851031/7v9KL529",2014-04-30T00:53:04.000Z,2014-05-30T00:53:04.000Z,,false,true
"end ""surrogate pregnancy"" exclusions in health insurance coverage.","535d11a0688938a418000005",861,99139,0.868477592067703,"https://petitions.whitehouse.gov/petition/end-surrogate-pregnancy-exclusions-health-insurance-coverage/Ddc2z93J",2014-04-28T12:55:07.000Z,2014-05-28T12:55:07.000Z,,false,true
"work with the UN and the Nigerian government to bring home the girls kidnapped by Boko Haram.","535a6dadeab72a2f5500000f",27647,72353,38.21126974693517,"https://petitions.whitehouse.gov/petition/work-un-and-nigerian-government-bring-home-girls-kidnapped-boko-haram/fFcLj7s2",2014-04-25T14:25:02.000Z,2014-05-25T14:25:02.000Z,,false,true
"Prevent the FCC from ruining the Internet","5359531dee140f8a36000002",4364,95636,4.563135221046468,"https://petitions.whitehouse.gov/petition/prevent-fcc-ruining-internet/bxsvYJSp",2014-04-24T18:27:31.000Z,2014-05-24T18:27:31.000Z,,false,true
"Designate Russia as ""State Sponsor of Terrorism""","535835692bcfa38111000001",105684,0,100,"https://petitions.whitehouse.gov/petition/designate-russia-state-sponsor-terrorism/XMjbTltM",2014-04-23T22:05:42.000Z,2014-05-23T22:05:42.000Z,,false,true
"x
Please do not delete this petition! 
Please do not delete this petition!","53521ebb6ce61c0013000005",160,99840,0.1602564102564102,"https://petitions.whitehouse.gov/petition/抗议中国没有人权！抗议中国司法腐败黑暗！抗议中国官商勾结贪污腐败！-please-do-not-delete-petition-please-do-not-delete-petition/y38HvfnB",2014-04-19T07:08:53.000Z,2014-05-19T07:08:53.000Z,,false,true
"Increase the number of H-1B Cap","534b6adc00e5791b2400000e",726,99274,0.7313093055583536,"https://petitions.whitehouse.gov/petition/increase-number-h-1b-cap/y47p4njH",2014-04-14T05:41:18.000Z,2014-05-14T05:41:18.000Z,,false,true
"Explain to the American public that the term ""Anti-White"" is a lie.","5348a5ebeab72aab2e000007",357,99643,0.3582790562307437,"https://petitions.whitehouse.gov/petition/explain-american-public-term-anti-white-lie/668LTtDw",2014-04-15T05:02:52.000Z,2014-05-15T05:02:52.000Z,,false,true
"Induct "" The Grateful Dead's ""  members, and its writers, Robert Hunter / John P Barlow into Kennedy Center Honors 2014.","53456aa32bcfa37b4f000009",417,99583,0.4187461715353022,"https://petitions.whitehouse.gov/petition/induct-grateful-deads-members-and-its-writers-robert-hunter-john-p-barlow-kennedy-center-honors-2014/Gtk418Vj",2014-04-09T15:49:04.000Z,2014-05-09T15:49:04.000Z,,false,true
"Award the Presidential Medal of Freedom to Deborah Hughes of Detroit, Michigan for her saving the life of Mr. Utash.","5344595100e5796922000000",489,99511,0.4914029604767312,"https://petitions.whitehouse.gov/petition/award-presidential-medal-freedom-deborah-hughes-detroit-michigan-her-saving-life-mr-utash/hj9FNtK9",2014-04-08T20:46:06.000Z,2014-05-08T20:46:06.000Z,,false,true
"Put Authentic America Made Products in our National Park Gift Shops! Using Presidential Executive Order power.","5342c7a100e5798906000016",920,99080,0.9285425918449738,"https://petitions.whitehouse.gov/petition/put-authentic-america-made-products-our-national-park-gift-shops-using-presidential-executive-order/Fqn8W2DV",2014-04-07T15:59:39.000Z,2014-05-07T15:59:39.000Z,,false,true
"Please help Taiwan an independent state, the end of ""Republic of China"" illegal rule in Taiwan.","533e31e66ce61c6d32000013",954,99046,0.9631888213557337,"https://petitions.whitehouse.gov/petition/please-help-taiwan-independent-state-end-republic-china-illegal-rule-taiwan/4wHDpSPN",2014-04-04T05:11:50.000Z,2014-05-04T05:11:50.000Z,,false,true
"Release a statement that funding libraries and museums is a core federal responsibility.","533d803b2bcfa3de28000010",4680,95320,4.909777591271506,"https://petitions.whitehouse.gov/petition/release-statement-funding-libraries-and-museums-core-federal-responsibility/6g1tTXHv",2014-04-03T15:42:08.000Z,2014-05-03T15:42:08.000Z,,false,true
"Allow our members of our Military to exercise lawful concealed and open carry of firearms for self defense purposes.","533c9cc67043012574000006",1372,98628,1.39108569574563,"https://petitions.whitehouse.gov/petition/allow-our-members-our-military-exercise-lawful-concealed-and-open-carry-firearms-self-defense/804P7ysZ",2014-04-02T23:36:32.000Z,2014-05-02T23:36:32.000Z,,false,true
"call for justice People in the world - to overthrow the evil Chinese Communist Partyx","533bb830adfd95cb5b000002",378,99622,0.3794342615085022,"https://petitions.whitehouse.gov/petition/call-justice-people-world-overthrow-evil-chinese-communist-party号召世界正义的人民推翻邪恶的中国共产党/1PmFv2R4",2014-04-02T07:14:48.000Z,2014-05-02T07:14:48.000Z,,false,true
"ensure equal funding for charter schools as promised in the State of Hawaii's Race to the Top grant.","5339e788eab72a1125000011",388,99612,0.3895113038589728,"https://petitions.whitehouse.gov/petition/ensure-equal-funding-charter-schools-promised-state-hawaiis-race-top-grant/B2xg2CX2",2014-03-31T22:33:54.000Z,2014-04-30T22:33:54.000Z,,false,true
"Award Marine Major Brian Chontosh the Medal of Honor.","5337bfe100e579776c000005",544,99456,0.546975546975547,"https://petitions.whitehouse.gov/petition/award-marine-major-brian-chontosh-medal-honor/zLDgrWTG",2014-03-30T07:18:25.000Z,2014-04-29T07:18:25.000Z,,false,true
"Make Election Day a National Holiday","5335a3c52f2c88957a00000a",2672,97328,2.745355909912872,"https://petitions.whitehouse.gov/petition/make-election-day-national-holiday/6b14pGB8",2014-03-28T16:34:58.000Z,2014-04-27T16:34:58.000Z,,false,true
"Win The War on Terror Without a Single Dead Soldier----Declare Iran a ""NATION OF IMMIGRANTS.""","5334a6586889389468000008",262,99738,0.2626882431971766,"https://petitions.whitehouse.gov/petition/win-war-terror-without-single-dead-soldier-declare-iran-nation-immigrants/33C0Zbgf",2014-04-01T01:08:54.000Z,2014-05-01T01:08:54.000Z,,false,true
"Repeal the amendment to the Endangered Species Act (ESA)","5333546fa9a0b16b22000005",16944,83056,20.4006935079946,"https://petitions.whitehouse.gov/petition/repeal-amendment-endangered-species-act-esa/z5dyYPv6",2014-03-26T22:31:54.000Z,2014-04-25T22:31:54.000Z,,false,true
"pardon Captain Lawrence Rockwood US Army for his actions defending human rights of prisoners in Haiti.","53318ae5a9a0b16833000011",334,99666,0.3351192984568458,"https://petitions.whitehouse.gov/petition/pardon-captain-lawrence-rockwood-us-army-his-actions-defending-human-rights-prisoners-haiti/b87FrLnV",2014-03-25T14:18:55.000Z,2014-04-24T14:18:55.000Z,,false,true
"Petition to End the Tax Exempt Status for all Churches and Religious Organizations.","5330cd3e6ce61ccc2800000c",4390,95610,4.591569919464491,"https://petitions.whitehouse.gov/petition/petition-end-tax-exempt-status-all-churches-and-religious-organizations/s0PlxvWW",2014-03-25T00:29:33.000Z,2014-04-24T00:29:33.000Z,,false,true
"x x x x x x x x x x","532e04abeab72a5336000021",412,99588,0.4137044623850263,"https://petitions.whitehouse.gov/petition/о-срочной-военной-помощи-украине-как-страна-гарант-будапештского-соглашения/FV6wjn1J",2014-03-22T21:52:51.000Z,2014-04-21T21:52:51.000Z,,false,true
"Stall the Centers for Medicare/Medicaid Services (CMS) ""Capped Rental"" for Speech Generating Devices pending rewrite.","532cacfb2f2c889d2a000006",516,99484,0.5186763700695589,"https://petitions.whitehouse.gov/petition/stall-centers-medicaremedicaid-services-cms-capped-rental-speech-generating-devices-pending-rewrite/Fz8bfNh2",2014-03-21T21:51:38.000Z,2014-04-20T21:51:38.000Z,,false,true
"Impeach Speaker of the House John Boehner to compensate for the costs of EU benefits.","532b3954704301054b00001d",910,99090,0.9183570491472399,"https://petitions.whitehouse.gov/petition/impeach-speaker-house-john-boehner-compensate-costs-eu-benefits/zr9Bq4gl",2014-03-20T19:03:19.000Z,2014-04-19T19:03:19.000Z,,false,true
"STOP the EOBR mandate on Heavy Trucks","532a558d7043014f5f000012",1695,98305,1.724225624332435,"https://petitions.whitehouse.gov/petition/stop-eobr-mandate-heavy-trucks/zrcmrQz4",2014-03-20T03:21:03.000Z,2014-04-19T03:21:03.000Z,,false,true
"Justice for Sean Pino and Dylan Kane","532899fc2bcfa3322c000007",282,99718,0.2827974889187509,"https://petitions.whitehouse.gov/petition/justice-sean-pino-and-dylan-kane/5qcg0CH1",2014-03-18T19:17:51.000Z,2014-04-17T19:17:51.000Z,,false,true
"Grant Vybz Kartel (Adidja Palmer) a Retrial as he was wrongly convicted.","5325f790a9a0b1a77d000005",411,99589,0.4126961813051643,"https://petitions.whitehouse.gov/petition/grant-vybz-kartel-adidja-palmer-retrial-he-was-wrongly-convicted/r64gsTWb",2014-03-16T19:16:05.000Z,2014-04-15T19:16:05.000Z,,false,true
"Continue advancing Dr. Vivek Murthy's nomination as Surgeon Generalxdespite opposition by the National Rifle Association","5323ae96eab72a6074000002",1763,98237,1.794639494284231,"https://petitions.whitehouse.gov/petition/continue-advancing-dr-vivek-murthys-nomination-surgeon-general—despite-opposition-national-rifle/QRnpJdtN",2014-03-15T01:47:16.000Z,2014-04-14T01:47:16.000Z,,false,true
"Support Bipartisan bill HR 4190 and Recognize Pharmacists as Healthcare Providers!","5321393eee140ff907000005",4188,95812,4.371059992485284,"https://petitions.whitehouse.gov/petition/support-bipartisan-bill-hr-4190-and-recognize-pharmacists-healthcare-providers/WbG8FjN5",2014-03-13T04:56:46.000Z,2014-04-12T04:56:46.000Z,,false,true
"Inform New Jersey that markets should be free for Tesla Motors and for everyone","531f8a30eab72ad14800000f",4138,95862,4.316621810519288,"https://petitions.whitehouse.gov/petition/inform-new-jersey-markets-should-be-free-tesla-motors-and-everyone/ptHTHYMP",2014-03-11T22:14:10.000Z,2014-04-10T22:14:10.000Z,,false,true
"End Daylight Saving starting in 2016. Let's end this archaic practice that serves more harm than good.","531ca01f2f2c882409000012",5979,94021,6.359217621595175,"https://petitions.whitehouse.gov/petition/end-daylight-saving-starting-2016-lets-end-archaic-practice-serves-more-harm-good/xlTjN8Pb",2014-03-09T17:13:51.000Z,2014-04-08T17:13:51.000Z,,false,true
"Issue an Executive Order prohibiting any new hydraulic fracturing well construction within two miles of a K-12 school.","531aba9000e579ea78000009",770,99230,0.7759750075581981,"https://petitions.whitehouse.gov/petition/issue-executive-order-prohibiting-any-new-hydraulic-fracturing-well-construction-within-two-miles-k/XzlSYTmd",2014-03-08T06:50:37.000Z,2014-04-07T05:50:37.000Z,,false,true
"Allow international researchers to renew their visas from within the United States, saving US money, time and resources","53193a266ce61c7c3b000005",949,99051,0.958092295887977,"https://petitions.whitehouse.gov/petition/allow-international-researchers-renew-their-visas-within-united-states-saving-us-money-time-and/91LqSCM3",2014-03-07T03:31:50.000Z,2014-04-06T02:31:50.000Z,,false,true
"Recognize Endometriosis as a Disabling Condition","5317b09b6ce61c3a1700000f",1321,98679,1.33868401584937,"https://petitions.whitehouse.gov/petition/recognize-endometriosis-disabling-condition/sg6Zs0F4",2014-03-05T23:32:07.000Z,2014-04-04T22:32:07.000Z,,false,true
"Speak With Pope Francis About Protecting God's Creation","53168b15704301a93f00000e",1305,98695,1.322255433405948,"https://petitions.whitehouse.gov/petition/speak-pope-francis-about-protecting-gods-creation/TJz41fh8",2014-03-05T03:31:52.000Z,2014-04-04T02:31:52.000Z,,false,true
"Help The US Citizens in need by restoring the Long-Term Unemployment Benefits.","5313b9f92bcfa3835600000f",1099,98901,1.111212222323333,"https://petitions.whitehouse.gov/petition/help-us-citizens-need-restoring-long-term-unemployment-benefits/cvcqryQx",2014-03-02T23:34:00.000Z,2014-04-01T22:34:00.000Z,,false,true
"Please get the administration on message that ""Diversity"" = White Genocide","53124588eab72a522d000015",296,99704,0.2968787611329535,"https://petitions.whitehouse.gov/petition/please-get-administration-message-diversity-white-genocide/C5wRb1cg",2014-03-01T21:13:23.000Z,2014-03-31T20:13:23.000Z,,false,true
"include licensed naturopathic doctors as covered providers in the Medicare program.","53114c52a9a0b16d70000006",811,99189,0.8176309873070603,"https://petitions.whitehouse.gov/petition/include-licensed-naturopathic-doctors-covered-providers-medicare-program/F4Tp9WQp",2014-03-16T17:22:29.000Z,2014-04-15T17:22:29.000Z,,false,true
"Stop Putin! Stop Russian invasion of Crimea! Stop Putin's attempts to restore Evil Empire!","53106c8ceab72a5d35000007",5824,94176,6.18416581719334,"https://petitions.whitehouse.gov/petition/stop-putin-stop-russian-invasion-crimea-stop-putins-attempts-restore-evil-empire/06Y9mdq8",2014-02-28T11:43:28.000Z,2014-03-30T10:43:28.000Z,,false,true
"Prevent Russia from invading Crimea region of Ukraine.","530ff66cee140f932a000001",3800,96200,3.950103950103951,"https://petitions.whitehouse.gov/petition/prevent-russia-invading-crimea-region-ukraine/sdWJcVlf",2014-02-28T04:14:11.000Z,2014-03-30T03:14:11.000Z,,false,true
"Win The War on Terror Without a Single Dead Soldier----Declare Iran a ""NATION OF IMMIGRANTS.""","530e74d16ce61c5e39000006",283,99717,0.2838031629511518,"https://petitions.whitehouse.gov/petition/win-war-terror-without-single-dead-soldier-declare-iran-nation-immigrants/xcv8y9XW",2014-03-01T05:34:46.000Z,2014-03-31T04:34:46.000Z,,false,true
"We petition the President Obama to offer military help to the new Ukrainian government and provide UN &amp; NATO peacekeeper","530d877a6889380246000004",3273,96727,3.383750142152656,"https://petitions.whitehouse.gov/petition/we-petition-president-obama-offer-military-help-new-ukrainian-government-and-provide-un-nato/FyxGf6xd",2014-02-26T06:21:24.000Z,2014-03-28T05:21:24.000Z,,false,true
"TO CREATE A FEDERAL MANDATE FORCING ALL LAW ENFORCEMENT OFFICERS TO WEAR A VIDEO RECORDING DEVICE WHILE ON DUTY","530ce774adfd957750000011",16079,83921,19.15968589506798,"https://petitions.whitehouse.gov/petition/create-federal-mandate-forcing-all-law-enforcement-officers-wear-video-recording-device-while-duty/qVhH09tw",2014-02-25T19:29:28.000Z,2014-03-27T18:29:28.000Z,,false,true
"Please process 1615-AB92 (Employment Authorization for Certain H-4 Dependent Spouses)","530b5ff5adfd951617000006",904,99096,0.9122467102607572,"https://petitions.whitehouse.gov/petition/please-process-1615-ab92-employment-authorization-certain-h-4-dependent-spouses/bVQWwD7n",2014-02-24T15:09:47.000Z,2014-03-26T14:09:47.000Z,,false,true
"Consider granting temporary protected status (TPS) to nationals of Venezuela due to the ongoing armed conflict.","530972eaa9a0b10348000008",1347,98653,1.365391827922111,"https://petitions.whitehouse.gov/petition/consider-granting-temporary-protected-status-tps-nationals-venezuela-due-ongoing-armed-conflict/mSqBt9kb",2014-02-23T04:15:10.000Z,2014-03-25T03:15:10.000Z,,false,true
"Stop States From Legalizing Discrimination","5306ff492bcfa33a57000001",2344,97656,2.40026214467109,"https://petitions.whitehouse.gov/petition/stop-states-legalizing-discrimination/LNDzHTtq",2014-02-21T07:33:18.000Z,2014-03-23T06:33:18.000Z,,false,true
"Enact a Law which makes child abduction and murder a federal crime and instantly punishable by death penalty.","5304d01db15a7ae43800000c",1503,98497,1.525934800044672,"https://petitions.whitehouse.gov/petition/enact-law-which-makes-child-abduction-and-murder-federal-crime-and-instantly-punishable-death/jz3dS20J",2014-02-19T15:42:34.000Z,2014-03-21T14:42:34.000Z,,false,true
"Instruct the DOD to save a portion of the USS Miami for the production of shadow box plaques for past crew.","5303db2e4bb7c6ea22000012",420,99580,0.4217714400482024,"https://petitions.whitehouse.gov/petition/instruct-dod-save-portion-uss-miami-production-shadow-box-plaques-past-crew/Kp5Lmkz8",2014-02-18T22:23:51.000Z,2014-03-20T21:23:51.000Z,,false,true
"outlaw the use of gas chambers as a means of euthanizing animals.","53021752b15a7a3156000004",5822,94178,6.18191084966765,"https://petitions.whitehouse.gov/petition/outlaw-use-gas-chambers-means-euthanizing-animals/mqYp0jPk",2014-02-17T14:07:34.000Z,2014-03-19T13:07:34.000Z,,false,true
"Rid Florida and other States of the Stand Your Ground Law","53010ad4902b24626e00000d",1359,98641,1.377723259091047,"https://petitions.whitehouse.gov/petition/rid-florida-and-other-states-stand-your-ground-law/79JKKzwF",2014-02-16T19:10:37.000Z,2014-03-18T18:10:37.000Z,,false,true
"Create a Bill/Law requiring high income retailers to include a colorful flag of origin next to the barcode on pricetags.","52fe2d71adfd957f7a000004",416,99584,0.4177377892030848,"https://petitions.whitehouse.gov/petition/create-billlaw-requiring-high-income-retailers-include-colorful-flag-origin-next-barcode-pricetags/gKwbxWvf",2014-02-14T17:07:48.000Z,2014-03-16T16:07:48.000Z,,false,true
"Strike down the Kansas Anti-Gay Segregation Bill","52fd6efdee140f135c000001",196,99804,0.1963849144322873,"https://petitions.whitehouse.gov/petition/strike-down-kansas-anti-gay-segregation-bill/hNL5jRdJ",2014-02-14T01:44:54.000Z,2014-03-16T00:44:54.000Z,,false,true
